"","endpoint","field","data_type","can_query","group","common_name","description"
"229","cpc_subsections","patent_firstnamed_assignee_location_id","string","y","patents","First Named Assignee Location ID","Unique database ID for the location of the first-named (i.e. first in the list) assignee on the patent"
"230","cpc_subsections","patent_firstnamed_assignee_longitude","float","n","patents","First Named Assignee Longitude","Longitude of the location of the first-named (i.e. first in the list) assignee on the patent"
"231","cpc_subsections","patent_firstnamed_assignee_state","string","y","patents","First Named Assignee State","State of the location of the the first-named (i.e. first in the list) assignee on the patent"
"232","cpc_subsections","patent_firstnamed_inventor_city","string","y","patents","First Named Inventor City","City of the location of the the first-named (i.e. first in the list) inventor on the patent"
"233","cpc_subsections","patent_firstnamed_inventor_country","string","y","patents","First Named Inventor Country","Country of the location of the first-named (i.e. first in the list) inventor on the patent"
"234","cpc_subsections","patent_firstnamed_inventor_id","string","y","patents","First Named Inventor ID","Inventor ID (inventor_id) for the first-named (i.e. first in the list) inventor on the patent"
"235","cpc_subsections","patent_firstnamed_inventor_latitude","float","n","patents","First Named Inventor Latitude","Latitude of the location of the first-named (i.e. first in the list) inventor on the patent"
"236","cpc_subsections","patent_firstnamed_inventor_location_id","string","y","patents","First Named Inventor Location ID","Unique database ID for the location of the first-named (i.e. first in the list) inventor on the patent"
"237","cpc_subsections","patent_firstnamed_inventor_longitude","float","n","patents","First Named Inventor Longitude","Longitude of the location of the first-named (i.e. first in the list) inventor on the patent"
"238","cpc_subsections","patent_firstnamed_inventor_state","string","y","patents","First Named Inventor State","State of the location of the first-named (i.e. first in the list) inventor on the patent"
"239","cpc_subsections","patent_id","string","y","patents","Patent ID","Unique database ID for patent"
"240","cpc_subsections","patent_kind","string","y","patents","Kind","World Intellectual Property Organization (WIPO) Standard ST.16 Patent Code (http://www.uspto.gov/learning-and-resources/support-centers/electronic-business-center/kind-codes-included-uspto-patent)"
"241","cpc_subsections","patent_number","string","y","patents","Number","US Patent number, as assigned by USPTO"
"242","cpc_subsections","patent_num_cited_by_us_patents","integer","y","patents","Number Cited by US Patents","Number of times the patent was cited by other US patents"
"243","cpc_subsections","patent_num_claims","integer","n","patents","Number of Claims","Number of claim statements on the patent"
"244","cpc_subsections","patent_num_combined_citations","integer","y","patents","Number of Combined Citations","Number of patents and applications cited by the selected patent. This is the sum of citations of US patents, foreign patents, and US applications"
"245","cpc_subsections","patent_num_foreign_citations","integer","y","patents","Number of Foreign Citations","Number of foreign patents cited by the selected patent"
"246","cpc_subsections","patent_num_us_application_citations","integer","y","patents","Number of US Application Citations","Number of US applications cited by the selected patent"
"247","cpc_subsections","patent_num_us_patent_citations","integer","y","patents","Number of US Patent Citations","Number of US patents cited by the selected patent"
"248","cpc_subsections","patent_title","fulltext","y","patents","Title","Title of the  patent"
"249","cpc_subsections","patent_type","string","y","patents","Type","Category of patent. There are 6 possible type: ""Defensive Publication"" - 509, ""Design"" - 474736, ""Plant"" - 21052, ""Reissue"" - 16416, ""Statutory Invention Registration"" - 2254, ""Utility"" - 4910906."
"250","cpc_subsections","rawinventor_first_name","string","y","rawinventors","First Name","Inventor first name before disambiguation as listed on the selected patent"
"251","cpc_subsections","rawinventor_last_name","string","y","rawinventors","Last Name","Inventor last name before disambiguation as listed on the selected patent"
"252","cpc_subsections","uspc_first_seen_date","date","y","uspcs","First Seen Date","Grant date of the earliest patent in the database within a USPC mainclass"
"253","cpc_subsections","uspc_last_seen_date","date","y","uspcs","Last Seen Date","Grant date of the most recent patent in the database within a USPC mainclass"
"254","cpc_subsections","uspc_mainclass_id","string","y","uspcs","Mainclass ID","ID of the USPC mainclass"
"255","cpc_subsections","uspc_mainclass_title","string","y","uspcs","Mainclass Title","Description of USPC mainclass"
"256","cpc_subsections","uspc_sequence","integer","y","uspcs","Sequence","Order of the USPC classification in the list of classifications for the selected patent"
"257","cpc_subsections","uspc_subclass_id","string","y","uspcs","Subclass ID","ID of USPC subclass"
"258","cpc_subsections","uspc_subclass_title","string","y","uspcs","Subclass Title","Description of USPC subclass"
"259","cpc_subsections","uspc_total_num_assignees","integer","y","uspcs","Total Number of Assignees","Total number of unique assignees on patents within a USPC mainclass"
"260","cpc_subsections","uspc_total_num_inventors","integer","y","uspcs","Total Number of Inventors","Total number of unique inventors on patents  within a USPC mainclass"
"261","cpc_subsections","uspc_total_num_patents","integer","y","uspcs","Total Number of Patents","Total number of patents within a USPC mainclass"
"262","cpc_subsections","wipo_field_id","integer","y","wipos","WIPO Technology Field ID","ID of WIPO technology field"
"263","cpc_subsections","wipo_field_title","string","y","wipos","Technology Field Title","Description of WIPO technology field"
"264","cpc_subsections","wipo_sector_title","string","y","wipos","Technology Sector Title","Description of WIPO technology sector"
"265","cpc_subsections","wipo_sequence","integer","y","wipos","Sequence","Order of the WIPO technology field in the list of technology fields for the selected patent"
"266","cpc_subsections","year_id","integer","y","years","ID","Year"
"267","cpc_subsections","year_num_patents_for_cpc_subsection","integer","n","years","Number of Patents for CPC Subsection","Number of patents within a CPC subsection for a given year"
"268","inventors","app_country","string","y","applications","Country","Country in which patent application was filed, always U.S."
"269","inventors","app_date","date","y","applications","Filing Date","Date the patent application was filed (filing date)"
"270","inventors","app_number","string","y","applications","Number","Application ID assigned by USPTO"
"271","inventors","app_type","string","y","applications","Type","Patent Application Type (From XML data dictionary). 02 through 28 = Utility application; 29, D = Design application; 60 = Provisional application; 90 = Reexamination request"
"272","inventors","assignee_city","string","y","assignees","City","Assignee's city as listed on the patent"
"273","inventors","assignee_country","string","y","assignees","Country","Assignee's country as listed on the patent"
"274","inventors","assignee_first_name","string","y","assignees","First Name","First name, if assignee is individual"
"275","inventors","assignee_first_seen_date","date","y","assignees","First Seen Date","Earliest patent grant date for all of an asisgnee's patents in the database"
"276","inventors","assignee_id","string","y","assignees","ID","Unique database assignee ID assigned by disambiguation algorithm"
"277","inventors","assignee_lastknown_city","string","y","assignees","Last Known City","Assignee's country as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"278","inventors","assignee_lastknown_country","string","y","assignees","Last Known Country","Assignee's city as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"279","inventors","assignee_lastknown_latitude","float","n","assignees","Last Known Latitude","Latitude for assignee's location as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"280","inventors","assignee_lastknown_location_id","string","y","assignees","Last Known Location ID","Unique database ID for the assignee's location on their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"281","inventors","assignee_lastknown_longitude","float","n","assignees","Last Known Longitude","Longitude for assignee's location as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"282","inventors","assignee_lastknown_state","string","y","assignees","Last Known State","Assignee's state as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"283","inventors","assignee_last_name","string","y","assignees","Last Name","Last name, if assignee is individual"
"284","inventors","assignee_last_seen_date","date","y","assignees","Last Seen Date","Most recent patent grant date for all of the asisgnee's patents in the database"
"285","inventors","assignee_latitude","float","n","assignees","Latitude","Latitude for assignee's location as listed on the patent"
"286","inventors","assignee_location_id","string","y","assignees","Location ID","Unique database ID for the assignee's location as listed on the patent"
"287","inventors","assignee_longitude","float","n","assignees","Longitude","Longitude for assignee's location a listed on the patent"
"288","inventors","assignee_num_patents_for_inventor","integer","y","assignees","Number of patents for Inventor","Number of patents in the database for a given assignee and the selected inventor (as indicated by unique assignee_id and unique inventor_id, respectively)"
"289","inventors","assignee_organization","string","y","assignees","Organization","Organization name, if assignee is organization"
"290","inventors","assignee_state","string","y","assignees","State","Assignee's state as listed on the patent"
"291","inventors","assignee_total_num_inventors","integer","y","assignees","Total Number of Inventors","Total number of inventors in database for a given assignee (as indicated by unique assignee_id)"
"292","inventors","assignee_total_num_patents","integer","y","assignees","Total Number of Patents","Total number of patents in database for a given assignee (as indicated by unique assignee_id)"
"293","inventors","assignee_type","string","y","assignees","Type","Classification of assignee. 2 - US Company or Corporation, 3 - Foreign Company or Corporation, 4 - US Individual, 5 - Foreign Individual, 6 - US Government, 7 - Foreign Government, 8 - Country Government, 9 - State Government (US). Note: A ""1"" appearing before any of these codes signifies part interest"
"294","inventors","coinventor_city","string","y","coinventors","City","Coinventor's city as listed on the patent"
"295","inventors","coinventor_country","string","y","coinventors","Country","Coinventor's country as listed on the patent"
"296","inventors","coinventor_first_name","string","y","coinventors","First Name","First name of the coinventor"
"297","inventors","coinventor_first_seen_date","date","y","coinventors","First Seen Date","Grant date of coinventor's earliest patent"
"298","inventors","coinventor_id","string","y","coinventors","ID","Unique ID for a coinventor assigned by disambiguation algorithm"
"299","inventors","coinventor_lastknown_city","string","y","coinventors","Last Known City","Coinventor's city as of their most recent patent grant date (equivalently, as of coinventor_last_seen_date)"
"300","inventors","coinventor_lastknown_country","string","y","coinventors","Last Known Country","Coinventor's country as of their most recent patent grant date (equivalently, as of coinventor_last_seen_date)"
"301","inventors","coinventor_lastknown_latitude","float","n","coinventors","Last Known Latitude","Latitude of coinventor's city as of their most recent patent grant date (equivalently, as of coinventor_last_seen_date)"
"302","inventors","coinventor_lastknown_location_id","string","y","coinventors","Last Known Location ID","Unique database ID for the coinventor's city as of their most recent patent grant date (equivalently, as of coinventor_last_seen_date)"
"303","inventors","coinventor_lastknown_longitude","float","n","coinventors","Last Known Longitude","Longitude of coinventor's city as of their most recent patent grant date (equivalently, as of coinventor_last_seen_date)"
"304","inventors","coinventor_lastknown_state","string","y","coinventors","Last Known State","Coinventor's state as of their most recent patent grant date (equivalently, as of coinventor_last_seen_date)"
"305","inventors","coinventor_last_name","string","y","coinventors","Last Name","Last name of the coinventor"
"306","inventors","coinventor_last_seen_date","date","y","coinventors","Last Seen Date","Grant date of coinventor's most recent patent in the database"
"307","inventors","coinventor_latitude","float","n","coinventors","Latitude","Latitude of coinventor's city as listed on the selected patent"
"308","inventors","coinventor_location_id","string","y","coinventors","Location ID","Unique database ID for the coinventor's city as listed on the selected patent"
"309","inventors","coinventor_longitude","float","n","coinventors","Longitude","Longitude of coinventor's city as lited on the selected patent"
"310","inventors","coinventor_num_patents_for_inventor","integer","n","coinventors","Number of patents for Inventor","Total number of patents in the database for a given coinventor with the selected inventor (as indicated by unique coinventor_id and unique inventor_id, respectively)"
"311","inventors","coinventor_total_num_patents","integer","y","coinventors","Total Number of Patents","Total number of patents in the database for a given coinventor (as indicated by unique coinventor_id)"
"312","inventors","cpc_category","string","y","cpcs","Category","Top Level Cooperative Patent Classification (CPC) category (http://www.cooperativepatentclassification.org/index.html)"
"313","inventors","cpc_first_seen_date","date","y","cpcs","First Seen Date","Grant date of the earliest patent in the database within a CPC subsection."
"314","inventors","cpc_group_id","string","y","cpcs","Group ID","CPC group ID"
"315","inventors","cpc_group_title","string","y","cpcs","Group Title","Description of CPC group"
"316","inventors","cpc_last_seen_date","date","y","cpcs","Last Seen Date","Grant date of the most recent patent in the database within a CPC subsection"
"317","inventors","cpc_num_patents_for_inventor","integer","y","cpcs","Number of Patents for CPC Subsection","Number of patents within a CPC subsection for a given inventor"
"318","inventors","cpc_section_id","string","y","cpcs","Section ID","CPC section ID (A = Human Necessitites, B = Performing Operations; Transporint, C = Chemistry; Metallurgy, D = Textiles; paper, E = Fixed Constructing, F = Mechanical Engineering; Lighting; Heating; Weapons; Blasting Engines; Pumps, G = Physics, H = Electricity, Y = General Tagging of new technological developments)"
"319","inventors","cpc_subgroup_id","string","y","cpcs","Subgroup ID","CPC subgroup ID"
"320","inventors","cpc_subgroup_title","string","y","cpcs","Subgroup Title","Description of CPC subgroup"
"321","inventors","cpc_subsection_id","string","y","cpcs","Subsection ID","CPC subsection ID"
"322","inventors","cpc_subsection_title","string","y","cpcs","Subsection Title","Description of CPC subsection"
"323","inventors","cpc_total_num_assignees","integer","y","cpcs","Total Number of Assignees","Total number of unique assignees on patents within a CPC subsection"
"324","inventors","cpc_total_num_inventors","integer","y","cpcs","Total Number of Inventors","Total number of unique inventors on patents within a CPC subsection"
"325","inventors","cpc_total_num_patents","integer","y","cpcs","Total Number of Patents","Total number of patents within a CPC subsection"
"326","inventors","govint_contract_award_number","string","y","gov_interests","Contract/Award Number","Contract or award number as reported in the government interest statement on patents (if available)"
"327","inventors","govint_org_id","integer","y","gov_interests","Organization ID","Organization ID of the U.S. government agency reported in the government interest statement on patents (if available)"
"328","inventors","govint_org_level_one","string","y","gov_interests","Top Level Government Organization","The top-level U.S. government organization name related to the organization reported in the government interest statement on patents (if available). For example, the National Institutes of Health report to the U.S. Department of Health and Human Services."
"329","inventors","govint_org_level_three","string","y","gov_interests","Third Level Government Organization","The third-level U.S. government organization name related to the organization reported in the government interest statement on patents (if available). For example, the National Institute for Occupational Safety and Health is third-level in relation to the Centers for Disease Control and Prevention that report to the U.S. Department of Health and Human Services."
"330","inventors","govint_org_level_two","string","y","gov_interests","Second Level Government Organization","The second-level U.S. government organization name related to the organization reported in the government interest statement on patents (if available). For example, the National Institutes of Health is second-level in relation to the National Heart, Lung, and Blood Institute."
"331","inventors","govint_org_name","string","y","gov_interests","Organization Name","Name of the U.S. government organization reported in the government interest statement on patents (if available)."
"332","inventors","govint_raw_statement","fulltext","y","gov_interests","Government Interest Statement","The full government interest statement as reported on a given patent (if available)."
"333","inventors","inventor_first_name","string","y","inventors","First Name","First name of inventor"
"334","inventors","inventor_first_seen_date","date","y","inventors","First Seen Date","Earliest patent grant date for all the inventor's patents in the database"
"335","inventors","inventor_id","string","y","inventors","ID","Unique database inventor ID  by disambiguation algorithm"
"336","inventors","inventor_key_id","string","n","inventors","Inventor key id","Special identifier used as the default sort field for the inventor query. This field may be deprecated in a future version."
"337","inventors","inventor_lastknown_city","string","y","inventors","Last Known City","Inventor's city as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"338","inventors","inventor_lastknown_country","string","y","inventors","Last Known Country","Inventor's country as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"339","inventors","inventor_lastknown_latitude","float","n","inventors","Last Known Latitude","Latitude of inventor's city as of  their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"340","inventors","inventor_lastknown_location_id","string","y","inventors","Last Known Location ID","Unique database ID for the inventor's location as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"341","inventors","inventor_lastknown_longitude","float","n","inventors","Last Known Longitude","Longitude of inventor's city as of  their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"342","inventors","inventor_lastknown_state","string","y","inventors","Last Known State","Inventor's state as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"343","inventors","inventor_last_name","string","y","inventors","Last Name","Last name of inventor"
"344","inventors","inventor_last_seen_date","date","y","inventors","Last Seen Date","Most recent patent grant date for all the inventor's patents in the database"
"345","inventors","inventor_total_num_patents","integer","y","inventors","Total Number of Patents","Total number of patents in the database for a given inventor (as indicated by unique inventor_id)"
"346","inventors","ipc_action_date","date","n","ipcs","Action Date","Date an International Patent Classification (IPC) is issued for the patent"
"347","inventors","ipc_class","string","y","ipcs","Class","Second hierarchial level of the IPC system, sections are subdivided into classes"
"348","inventors","ipc_classification_data_source","string","n","ipcs","Classification Data Source",NA
"349","inventors","ipc_classification_value","string","y","ipcs","Classification Value",NA
"350","inventors","ipc_first_seen_date","date","y","ipcs","First Seen Date","Grant date of the earliest patent in the database within a IPC group"
"351","inventors","ipc_last_seen_date","date","y","ipcs","Last Seen Date","Grant date of the most recent patent in the database within a IPC group"
"352","inventors","ipc_main_group","string","y","ipcs","Main Group","Subdivisions of the IPC subclass"
"353","inventors","ipc_section","string","y","ipcs","Section","Highest hierarchical levels of the IPC corresponding to broad technical fields ( A = Human Necessitites, B = Performing Operations; Transporint, C = Chemistry; Metallurgy, D = Textiles; paper, E = Fixed Constructing, F = Mechanical Engineering; Lighting; Heating; Weapons; Blasting Engines; Pumps, G = Physics, H = Electricity)"
"354","inventors","ipc_subclass","string","y","ipcs","Subclass","Subdivisions IPC class"
"355","inventors","ipc_subgroup","string","y","ipcs","Subgroup","Subdivisions of IPC main group"
"356","inventors","ipc_symbol_position","string","y","ipcs","Position","First or later position of symbols. The position of the first invention information classification can be recognized by this field. The letters ""F"" and ""L"" are used for the first and later position, respectively."
"357","inventors","ipc_total_num_assignees","integer","y","ipcs","Total Number of Assignees","Total number of unique assignees on patents within an IPC class"
"358","inventors","ipc_total_num_inventors","integer","y","ipcs","Total Number of Inventors","Total number of unique inventors on patents within an IPC class"
"359","inventors","ipc_version_indicator","date","n","ipcs","Version Indicator","The version of the IPC classification system"
"360","inventors","location_city","string","y","locations","City","City associated with a location_id"
"361","inventors","location_country","string","y","locations","Country","Country associated with a location_id"
"362","inventors","location_id","string","y","locations","Location ID","Unique location ID generated by the disambiguation algorithm"
"363","inventors","location_latitude","float","n","locations","Latitude","Latitude associated with a location_id"
"364","inventors","location_longitude","float","n","locations","Longitude","Longitude associated with a location_id"
"365","inventors","location_state","string","y","locations","State","State assocaited with a location_id"
"366","inventors","nber_category_id","string","y","nbers","Category ID","National Bureau of Economic Research (NBER) technology category ID (see nber_category_title for details)"
"367","inventors","nber_category_title","string","y","nbers","Category Title","Description of NBER category"
"368","inventors","nber_first_seen_date","date","y","nbers","First Seen Date","Grant date of the earliest patent in the database within a NBER subcategory"
"369","inventors","nber_last_seen_date","date","y","nbers","Last Seen Date","Grant date of the most recent patent in the database within a NBER subcategory"
"370","inventors","nber_num_patents_for_inventor","integer","y","nbers","Number of Patents for NBER Subcategory","Number of patents within a NBER subcategory for a given inventor"
"371","inventors","nber_subcategory_id","string","y","nbers","Subcategory ID","NBER subcategory ID (see nber_subcategory_title for details)"
"372","inventors","nber_subcategory_title","string","y","nbers","Subcategory Title","Description of NBER subcategory"
"373","inventors","nber_total_num_assignees","integer","y","nbers","Total Number of Assignees","Total number of unique assignees on patents within a NBER subcategory"
"374","inventors","nber_total_num_inventors","integer","y","nbers","Total Number of Inventors","Total number of unique inventors on patents within a NBER subcategory"
"375","inventors","nber_total_num_patents","integer","y","nbers","Total Number of Patents","Total number of patents within a NBER subcategory"
"376","inventors","patent_abstract","fulltext","n","patents","Abstract","Abstract of the patent"
"377","inventors","patent_date","date","y","patents","Grant Date","Date patent was granted"
"378","inventors","patent_firstnamed_assignee_city","string","y","patents","First Named Assignee City","City of the location of the first-named (i.e. first in the list) assignee on the patent"
"379","inventors","patent_firstnamed_assignee_country","string","y","patents","First Named Assignee Country","Country of the location of the first-named (i.e. first in the list) assignee on the patent"
"380","inventors","patent_firstnamed_assignee_id","string","y","patents","First Named Assignee ID","Assignee ID (assignee_id) for the first-named (i.e. first in the list) assignee on the patent"
"381","inventors","patent_firstnamed_assignee_latitude","float","n","patents","First Named Assignee Latitude","Latitude of the location of the first-named (i.e. first in the list) assignee on the patent"
"382","inventors","patent_firstnamed_assignee_location_id","string","y","patents","First Named Assignee Location ID","Unique database ID for the location of the first-named (i.e. first in the list) assignee on the patent"
"383","inventors","patent_firstnamed_assignee_longitude","float","n","patents","First Named Assignee Longitude","Longitude of the location of the first-named (i.e. first in the list) assignee on the patent"
"384","inventors","patent_firstnamed_assignee_state","string","y","patents","First Named Assignee State","State of the location of the the first-named (i.e. first in the list) assignee on the patent"
"385","inventors","patent_firstnamed_inventor_city","string","y","patents","First Named Inventor City","City of the location of the the first-named (i.e. first in the list) inventor on the patent"
"386","inventors","patent_firstnamed_inventor_country","string","y","patents","First Named Inventor Country","Country of the location of the first-named (i.e. first in the list) inventor on the patent"
"387","inventors","patent_firstnamed_inventor_id","string","y","patents","First Named Inventor ID","Inventor ID (inventor_id) for the first-named (i.e. first in the list) inventor on the patent"
"388","inventors","patent_firstnamed_inventor_latitude","float","n","patents","First Named Inventor Latitude","Latitude of the location of the first-named (i.e. first in the list) inventor on the patent"
"389","inventors","patent_firstnamed_inventor_location_id","string","y","patents","First Named Inventor Location ID","Unique database ID for the location of the first-named (i.e. first in the list) inventor on the patent"
"390","inventors","patent_firstnamed_inventor_longitude","float","n","patents","First Named Inventor Longitude","Longitude of the location of the first-named (i.e. first in the list) inventor on the patent"
"391","inventors","patent_firstnamed_inventor_state","string","y","patents","First Named Inventor State","State of the location of the first-named (i.e. first in the list) inventor on the patent"
"392","inventors","patent_id","string","y","patents","Patent ID","Unique database ID for patent"
"393","inventors","patent_kind","string","y","patents","Kind","World Intellectual Property Organization (WIPO) Standard ST.16 Patent Code (http://www.uspto.gov/learning-and-resources/support-centers/electronic-business-center/kind-codes-included-uspto-patent)"
"394","inventors","patent_number","string","y","patents","Number","US Patent number, as assigned by USPTO"
"395","inventors","patent_num_cited_by_us_patents","integer","y","patents","Number Cited by US Patents","Number of times the patent was cited by other US patents"
"396","inventors","patent_num_claims","integer","n","patents","Number of Claims","Number of claim statements on the patent"
"397","inventors","patent_num_combined_citations","integer","y","patents","Number of Combined Citations","Number of patents and applications cited by the selected patent. This is the sum of citations of US patents, foreign patents, and US applications"
"398","inventors","patent_num_foreign_citations","integer","y","patents","Number of Foreign Citations","Number of foreign patents cited by the selected patent"
"399","inventors","patent_num_us_application_citations","integer","y","patents","Number of US Application Citations","Number of US applications cited by the selected patent"
"400","inventors","patent_num_us_patent_citations","integer","y","patents","Number of US Patent Citations","Number of US patents cited by the selected patent"
"401","inventors","patent_title","fulltext","y","patents","Title","Title of the  patent"
"402","inventors","patent_type","string","y","patents","Type","Category of patent. There are 6 possible type: ""Defensive Publication"" - 509, ""Design"" - 474736, ""Plant"" - 21052, ""Reissue"" - 16416, ""Statutory Invention Registration"" - 2254, ""Utility"" - 4910906."
"403","inventors","rawinventor_first_name","string","y","rawinventors","First Name","Inventor first name before disambiguation as listed on the selected patent"
"404","inventors","rawinventor_last_name","string","y","rawinventors","Last Name","Inventor last name before disambiguation as listed on the selected patent"
"405","inventors","uspc_first_seen_date","date","y","uspcs","First Seen Date","Grant date of the earliest patent in the database within a USPC mainclass"
"406","inventors","uspc_last_seen_date","date","y","uspcs","Last Seen Date","Grant date of the most recent patent in the database within a USPC mainclass"
"407","inventors","uspc_mainclass_id","string","y","uspcs","Mainclass ID","ID of the USPC mainclass"
"408","inventors","uspc_mainclass_title","string","y","uspcs","Mainclass Title","Description of USPC mainclass"
"409","inventors","uspc_num_patents_for_inventor","integer","y","uspcs","Number of Patents for Inventor","Total number of unique patents within a USPC mainclass with a given inventor"
"410","inventors","uspc_sequence","integer","y","uspcs","Sequence","Order of the USPC classification in the list of classifications for the selected patent"
"411","inventors","uspc_subclass_id","string","y","uspcs","Subclass ID","ID of USPC subclass"
"412","inventors","uspc_subclass_title","string","y","uspcs","Subclass Title","Description of USPC subclass"
"413","inventors","uspc_total_num_assignees","integer","y","uspcs","Total Number of Assignees","Total number of unique assignees on patents within a USPC mainclass"
"414","inventors","uspc_total_num_inventors","integer","y","uspcs","Total Number of Inventors","Total number of unique inventors on patents  within a USPC mainclass"
"415","inventors","uspc_total_num_patents","integer","y","uspcs","Total Number of Patents","Total number of patents within a USPC mainclass"
"416","inventors","wipo_field_id","integer","y","wipos","WIPO Technology Field ID","ID of WIPO technology field"
"417","inventors","wipo_field_title","string","y","wipos","Technology Field Title","Description of WIPO technology field"
"418","inventors","wipo_sector_title","string","y","wipos","Technology Sector Title","Description of WIPO technology sector"
"419","inventors","wipo_sequence","integer","y","wipos","Sequence","Order of the WIPO technology field in the list of technology fields for the selected patent"
"420","inventors","year_id","integer","y","years","ID","Year"
"421","inventors","year_num_patents_for_inventor","integer","n","years","Number of Patents for Inventor","Number of patents for an inventor for a given year"
"422","locations","appcit_app_number","string","y","application_citations","Application Number","Application ID (issued by USPTO) for application cited by the selected patent"
"423","locations","appcit_category","string","y","application_citations","Category","Entity that cited an application in the selected patent"
"424","locations","appcit_date","date","y","application_citations","Filing Date","Filing date for application cited in the selected patent"
"425","locations","appcit_kind","string","y","application_citations","Kind","Patent kind of application cited by patent"
"426","locations","appcit_sequence","integer","n","application_citations","Sequence","Order in which a citation is cited by patent"
"427","locations","app_country","string","y","applications","Country","Country in which patent application was filed, always U.S."
"428","locations","app_date","date","y","applications","Filing Date","Date the patent application was filed (filing date)"
"429","locations","app_number","string","y","applications","Number","Application ID assigned by USPTO"
"430","locations","app_type","string","y","applications","Type","Patent Application Type (From XML data dictionary). 02 through 28 = Utility application; 29, D = Design application; 60 = Provisional application; 90 = Reexamination request"
"431","locations","assignee_first_name","string","y","assignees","First Name","First name, if assignee is individual"
"432","locations","assignee_first_seen_date","date","y","assignees","First Seen Date","Earliest patent grant date for all of an asisgnee's patents in the database"
"433","locations","assignee_id","string","y","assignees","ID","Unique database assignee ID assigned by disambiguation algorithm"
"434","locations","assignee_lastknown_city","string","y","assignees","Last Known City","Assignee's country as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"435","locations","assignee_lastknown_country","string","y","assignees","Last Known Country","Assignee's city as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"436","locations","assignee_lastknown_latitude","float","n","assignees","Last Known Latitude","Latitude for assignee's location as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"437","locations","assignee_lastknown_location_id","string","y","assignees","Last Known Location ID","Unique database ID for the assignee's location on their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"438","locations","assignee_lastknown_longitude","float","n","assignees","Last Known Longitude","Longitude for assignee's location as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"439","locations","assignee_lastknown_state","string","y","assignees","Last Known State","Assignee's state as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"440","locations","assignee_last_name","string","y","assignees","Last Name","Last name, if assignee is individual"
"441","locations","assignee_last_seen_date","date","y","assignees","Last Seen Date","Most recent patent grant date for all of the asisgnee's patents in the database"
"442","locations","assignee_num_patents_for_location","integer","n","assignees","Number of Patents for Location","Number of patents in the database for a given assignee and location"
"443","locations","assignee_organization","string","y","assignees","Organization","Organization name, if assignee is organization"
"444","locations","assignee_total_num_inventors","integer","y","assignees","Total Number of Inventors","Total number of inventors in database for a given assignee (as indicated by unique assignee_id)"
"445","locations","assignee_total_num_patents","integer","y","assignees","Total Number of Patents","Total number of patents in database for a given assignee (as indicated by unique assignee_id)"
"446","locations","assignee_type","string","y","assignees","Type","Classification of assignee. 2 - US Company or Corporation, 3 - Foreign Company or Corporation, 4 - US Individual, 5 - Foreign Individual, 6 - US Government, 7 - Foreign Government, 8 - Country Government, 9 - State Government (US). Note: A ""1"" appearing before any of these codes signifies part interest"
"447","locations","citedby_patent_category","string","y","citedby_patents","Patent Category","Category of citing patent"
"448","locations","citedby_patent_date","date","y","citedby_patents","Patent Date","Grant date of patent citing the selected patent"
"449","locations","citedby_patent_kind","string","y","citedby_patents","Patent Kind","Patent kind of citing patent (see patent_kind for details)"
"450","locations","citedby_patent_number","string","y","citedby_patents","Patent Number","Patent number of citing patent"
"451","locations","citedby_patent_title","string","y","citedby_patents","Patent Title","Title of citing patent"
"452","locations","cited_patent_category","string","y","cited_patents","Patent Category","Category of cited patent"
"453","locations","cited_patent_date","date","y","cited_patents","Patent Date","Grant data of cited patent"
"454","locations","cited_patent_kind","string","y","cited_patents","Patent Kind","Patent kind of cited patent  (see patent_kind for details)"
"455","locations","cited_patent_number","string","y","cited_patents","Patent Number","Patent number of cited patent"
"456","locations","cited_patent_sequence","string","n","cited_patents","Patent Sequence","Order in which patent is cited by the selected patent"
"457","locations","cited_patent_title","string","y","cited_patents","Patent Title","Title of cited patent"
"458","locations","cpc_category","string","y","cpcs","Category","Top Level Cooperative Patent Classification (CPC) category (http://www.cooperativepatentclassification.org/index.html)"
"459","locations","cpc_first_seen_date","date","y","cpcs","First Seen Date","Grant date of the earliest patent in the database within a CPC subsection."
"460","locations","cpc_group_id","string","y","cpcs","Group ID","CPC group ID"
"461","locations","cpc_group_title","string","y","cpcs","Group Title","Description of CPC group"
