"","endpoint","field","data_type","can_query","group","common_name","description"
"462","locations","cpc_last_seen_date","date","y","cpcs","Last Seen Date","Grant date of the most recent patent in the database within a CPC subsection"
"463","locations","cpc_num_patents_for_location","integer","n","cpcs","Number of Patents for Location","Number of patents for a location within a CPC subsection"
"464","locations","cpc_section_id","string","y","cpcs","Section ID","CPC section ID (A = Human Necessitites, B = Performing Operations; Transporint, C = Chemistry; Metallurgy, D = Textiles; paper, E = Fixed Constructing, F = Mechanical Engineering; Lighting; Heating; Weapons; Blasting Engines; Pumps, G = Physics, H = Electricity, Y = General Tagging of new technological developments)"
"465","locations","cpc_sequence","integer","y","cpcs","Sequence","Order of the CPC classification in the list of classifications for the selected patent"
"466","locations","cpc_subgroup_id","string","y","cpcs","Subgroup ID","CPC subgroup ID"
"467","locations","cpc_subgroup_title","string","y","cpcs","Subgroup Title","Description of CPC subgroup"
"468","locations","cpc_subsection_id","string","y","cpcs","Subsection ID","CPC subsection ID"
"469","locations","cpc_subsection_title","string","y","cpcs","Subsection Title","Description of CPC subsection"
"470","locations","cpc_total_num_assignees","integer","y","cpcs","Total Number of Assignees","Total number of unique assignees on patents within a CPC subsection"
"471","locations","cpc_total_num_inventors","integer","y","cpcs","Total Number of Inventors","Total number of unique inventors on patents within a CPC subsection"
"472","locations","cpc_total_num_patents","integer","y","cpcs","Total Number of Patents","Total number of patents within a CPC subsection"
"473","locations","govint_contract_award_number","string","y","gov_interests","Contract/Award Number","Contract or award number as reported in the government interest statement on patents (if available)"
"474","locations","govint_org_id","integer","y","gov_interests","Organization ID","Organization ID of the U.S. government agency reported in the government interest statement on patents (if available)"
"475","locations","govint_org_level_one","string","y","gov_interests","Top Level Government Organization","The top-level U.S. government organization name related to the organization reported in the government interest statement on patents (if available). For example, the National Institutes of Health report to the U.S. Department of Health and Human Services."
"476","locations","govint_org_level_three","string","y","gov_interests","Third Level Government Organization","The third-level U.S. government organization name related to the organization reported in the government interest statement on patents (if available). For example, the National Institute for Occupational Safety and Health is third-level in relation to the Centers for Disease Control and Prevention that report to the U.S. Department of Health and Human Services."
"477","locations","govint_org_level_two","string","y","gov_interests","Second Level Government Organization","The second-level U.S. government organization name related to the organization reported in the government interest statement on patents (if available). For example, the National Institutes of Health is second-level in relation to the National Heart, Lung, and Blood Institute."
"478","locations","govint_org_name","string","y","gov_interests","Organization Name","Name of the U.S. government organization reported in the government interest statement on patents (if available)."
"479","locations","govint_raw_statement","fulltext","y","gov_interests","Government Interest Statement","The full government interest statement as reported on a given patent (if available)."
"480","locations","inventor_first_name","string","y","inventors","First Name","First name of inventor"
"481","locations","inventor_first_seen_date","date","y","inventors","First Seen Date","Earliest patent grant date for all the inventor's patents in the database"
"482","locations","inventor_id","string","y","inventors","ID","Unique database inventor ID  by disambiguation algorithm"
"483","locations","inventor_lastknown_city","string","y","inventors","Last Known City","Inventor's city as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"484","locations","inventor_lastknown_country","string","y","inventors","Last Known Country","Inventor's country as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"485","locations","inventor_lastknown_latitude","float","n","inventors","Last Known Latitude","Latitude of inventor's city as of  their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"486","locations","inventor_lastknown_location_id","string","y","inventors","Last Known Location ID","Unique database ID for the inventor's location as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"487","locations","inventor_lastknown_longitude","float","n","inventors","Last Known Longitude","Longitude of inventor's city as of  their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"488","locations","inventor_lastknown_state","string","y","inventors","Last Known State","Inventor's state as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"489","locations","inventor_last_name","string","y","inventors","Last Name","Last name of inventor"
"490","locations","inventor_last_seen_date","date","y","inventors","Last Seen Date","Most recent patent grant date for all the inventor's patents in the database"
"491","locations","inventor_num_patents_for_location","integer","n","inventors","Number of Patents for Location","Number of patents for an inventor within a location"
"492","locations","inventor_total_num_patents","integer","y","inventors","Total Number of Patents","Total number of patents in the database for a given inventor (as indicated by unique inventor_id)"
"493","locations","ipc_action_date","date","n","ipcs","Action Date","Date an International Patent Classification (IPC) is issued for the patent"
"494","locations","ipc_class","string","y","ipcs","Class","Second hierarchial level of the IPC system, sections are subdivided into classes"
"495","locations","ipc_classification_data_source","string","n","ipcs","Classification Data Source",NA
"496","locations","ipc_classification_value","string","y","ipcs","Classification Value",NA
"497","locations","ipc_first_seen_date","date","y","ipcs","First Seen Date","Grant date of the earliest patent in the database within a IPC group"
"498","locations","ipc_last_seen_date","date","y","ipcs","Last Seen Date","Grant date of the most recent patent in the database within a IPC group"
"499","locations","ipc_main_group","string","y","ipcs","Main Group","Subdivisions of the IPC subclass"
"500","locations","ipc_section","string","y","ipcs","Section","Highest hierarchical levels of the IPC corresponding to broad technical fields ( A = Human Necessitites, B = Performing Operations; Transporint, C = Chemistry; Metallurgy, D = Textiles; paper, E = Fixed Constructing, F = Mechanical Engineering; Lighting; Heating; Weapons; Blasting Engines; Pumps, G = Physics, H = Electricity)"
"501","locations","ipc_sequence","integer","y","ipcs","Sequence","Order of the IPC classification in the list of classifications for the selected patent"
"502","locations","ipc_subclass","string","y","ipcs","Subclass","Subdivisions IPC class"
"503","locations","ipc_subgroup","string","y","ipcs","Subgroup","Subdivisions of IPC main group"
"504","locations","ipc_symbol_position","string","y","ipcs","Position","First or later position of symbols. The position of the first invention information classification can be recognized by this field. The letters ""F"" and ""L"" are used for the first and later position, respectively."
"505","locations","ipc_total_num_assignees","integer","y","ipcs","Total Number of Assignees","Total number of unique assignees on patents within an IPC class"
"506","locations","ipc_total_num_inventors","integer","y","ipcs","Total Number of Inventors","Total number of unique inventors on patents within an IPC class"
"507","locations","ipc_version_indicator","date","n","ipcs","Version Indicator","The version of the IPC classification system"
"508","locations","location_city","string","y","locations","City","City associated with a location_id"
"509","locations","location_country","string","y","locations","Country","Country associated with a location_id"
"510","locations","location_id","string","y","locations","Location ID","Unique location ID generated by the disambiguation algorithm"
"511","locations","location_key_id","string","n","locations","Location key id","Special identifier used as the default sort field for the location query. This field may be deprecated in a future version."
"512","locations","location_latitude","float","n","locations","Latitude","Latitude associated with a location_id"
"513","locations","location_longitude","float","n","locations","Longitude","Longitude associated with a location_id"
"514","locations","location_state","string","y","locations","State","State assocaited with a location_id"
"515","locations","location_total_num_assignees","integer","y","locations","Total Number of Assignees","Number of unique assignees on patents for a given location"
"516","locations","location_total_num_inventors","integer","y","locations","Total Number of Inventors","Number of unique inventors on patents for a given location"
"517","locations","location_total_num_patents","integer","y","locations","Total Number of Patents","Number of patents for the selected location"
"518","locations","nber_category_id","string","y","nbers","Category ID","National Bureau of Economic Research (NBER) technology category ID (see nber_category_title for details)"
"519","locations","nber_category_title","string","y","nbers","Category Title","Description of NBER category"
"520","locations","nber_first_seen_date","date","y","nbers","First Seen Date","Grant date of the earliest patent in the database within a NBER subcategory"
"521","locations","nber_last_seen_date","date","y","nbers","Last Seen Date","Grant date of the most recent patent in the database within a NBER subcategory"
"522","locations","nber_num_patents_for_location","integer","y","nbers","Number of Patents for NBER Subcategory","Number of patents within a NBER subcategory for a given inventor"
"523","locations","nber_subcategory_id","string","y","nbers","Subcategory ID","NBER subcategory ID (see nber_subcategory_title for details)"
"524","locations","nber_subcategory_title","string","y","nbers","Subcategory Title","Description of NBER subcategory"
"525","locations","nber_total_num_assignees","integer","y","nbers","Total Number of Assignees","Total number of unique assignees on patents within a NBER subcategory"
"526","locations","nber_total_num_inventors","integer","y","nbers","Total Number of Inventors","Total number of unique inventors on patents within a NBER subcategory"
"527","locations","nber_total_num_patents","integer","y","nbers","Total Number of Patents","Total number of patents within a NBER subcategory"
"528","locations","patent_abstract","fulltext","n","patents","Abstract","Abstract of the patent"
"529","locations","patent_average_processing_time","integer","y","patents","Average Processing Time","Average processing time for patents in the same USPC mainclass category as the selected patent"
"530","locations","patent_date","date","y","patents","Grant Date","Date patent was granted"
"531","locations","patent_firstnamed_assignee_city","string","y","patents","First Named Assignee City","City of the location of the first-named (i.e. first in the list) assignee on the patent"
"532","locations","patent_firstnamed_assignee_country","string","y","patents","First Named Assignee Country","Country of the location of the first-named (i.e. first in the list) assignee on the patent"
"533","locations","patent_firstnamed_assignee_id","string","y","patents","First Named Assignee ID","Assignee ID (assignee_id) for the first-named (i.e. first in the list) assignee on the patent"
"534","locations","patent_firstnamed_assignee_latitude","float","n","patents","First Named Assignee Latitude","Latitude of the location of the first-named (i.e. first in the list) assignee on the patent"
"535","locations","patent_firstnamed_assignee_location_id","string","y","patents","First Named Assignee Location ID","Unique database ID for the location of the first-named (i.e. first in the list) assignee on the patent"
"536","locations","patent_firstnamed_assignee_longitude","float","n","patents","First Named Assignee Longitude","Longitude of the location of the first-named (i.e. first in the list) assignee on the patent"
"537","locations","patent_firstnamed_assignee_state","string","y","patents","First Named Assignee State","State of the location of the the first-named (i.e. first in the list) assignee on the patent"
"538","locations","patent_firstnamed_inventor_city","string","y","patents","First Named Inventor City","City of the location of the the first-named (i.e. first in the list) inventor on the patent"
"539","locations","patent_firstnamed_inventor_country","string","y","patents","First Named Inventor Country","Country of the location of the first-named (i.e. first in the list) inventor on the patent"
"540","locations","patent_firstnamed_inventor_id","string","y","patents","First Named Inventor ID","Inventor ID (inventor_id) for the first-named (i.e. first in the list) inventor on the patent"
"541","locations","patent_firstnamed_inventor_latitude","float","n","patents","First Named Inventor Latitude","Latitude of the location of the first-named (i.e. first in the list) inventor on the patent"
"542","locations","patent_firstnamed_inventor_location_id","string","y","patents","First Named Inventor Location ID","Unique database ID for the location of the first-named (i.e. first in the list) inventor on the patent"
"543","locations","patent_firstnamed_inventor_longitude","float","n","patents","First Named Inventor Longitude","Longitude of the location of the first-named (i.e. first in the list) inventor on the patent"
"544","locations","patent_firstnamed_inventor_state","string","y","patents","First Named Inventor State","State of the location of the first-named (i.e. first in the list) inventor on the patent"
"545","locations","patent_id","string","y","patents","Patent ID","Unique database ID for patent"
"546","locations","patent_kind","string","y","patents","Kind","World Intellectual Property Organization (WIPO) Standard ST.16 Patent Code (http://www.uspto.gov/learning-and-resources/support-centers/electronic-business-center/kind-codes-included-uspto-patent)"
"547","locations","patent_number","string","y","patents","Number","US Patent number, as assigned by USPTO"
"548","locations","patent_num_cited_by_us_patents","integer","y","patents","Number Cited by US Patents","Number of times the patent was cited by other US patents"
"549","locations","patent_num_cited_by_us_patents_for_location","integer","n","patents","Number Cited by US Patents for Location","Number of times a patent was cited by other US patents for a selected location"
"550","locations","patent_num_claims","integer","n","patents","Number of Claims","Number of claim statements on the patent"
"551","locations","patent_num_combined_citations","integer","y","patents","Number of Combined Citations","Number of patents and applications cited by the selected patent. This is the sum of citations of US patents, foreign patents, and US applications"
"552","locations","patent_num_foreign_citations","integer","y","patents","Number of Foreign Citations","Number of foreign patents cited by the selected patent"
"553","locations","patent_num_us_application_citations","integer","y","patents","Number of US Application Citations","Number of US applications cited by the selected patent"
"554","locations","patent_num_us_patent_citations","integer","y","patents","Number of US Patent Citations","Number of US patents cited by the selected patent"
"555","locations","patent_processing_time","integer","y","patents","Processing Time","Time from filing application date to grant date for the patent"
"556","locations","patent_title","fulltext","y","patents","Title","Title of the  patent"
"557","locations","patent_type","string","y","patents","Type","Category of patent. There are 6 possible type: ""Defensive Publication"" - 509, ""Design"" - 474736, ""Plant"" - 21052, ""Reissue"" - 16416, ""Statutory Invention Registration"" - 2254, ""Utility"" - 4910906."
"558","locations","patent_year","integer","y","patents","Year","Year patent was granted"
"559","locations","rawinventor_first_name","string","y","rawinventors","First Name","Inventor first name before disambiguation as listed on the selected patent"
"560","locations","rawinventor_last_name","string","y","rawinventors","Last Name","Inventor last name before disambiguation as listed on the selected patent"
"561","locations","uspc_first_seen_date","date","y","uspcs","First Seen Date","Grant date of the earliest patent in the database within a USPC mainclass"
"562","locations","uspc_last_seen_date","date","y","uspcs","Last Seen Date","Grant date of the most recent patent in the database within a USPC mainclass"
"563","locations","uspc_mainclass_id","string","y","uspcs","Mainclass ID","ID of the USPC mainclass"
"564","locations","uspc_mainclass_title","string","y","uspcs","Mainclass Title","Description of USPC mainclass"
"565","locations","uspc_num_patents_for_location","integer","n","uspcs","Number of Patents for Location","Number of patents within a USPC mainclass for a given location"
"566","locations","uspc_sequence","integer","y","uspcs","Sequence","Order of the USPC classification in the list of classifications for the selected patent"
"567","locations","uspc_subclass_id","string","y","uspcs","Subclass ID","ID of USPC subclass"
"568","locations","uspc_subclass_title","string","y","uspcs","Subclass Title","Description of USPC subclass"
"569","locations","uspc_total_num_assignees","integer","y","uspcs","Total Number of Assignees","Total number of unique assignees on patents within a USPC mainclass"
"570","locations","uspc_total_num_inventors","integer","y","uspcs","Total Number of Inventors","Total number of unique inventors on patents  within a USPC mainclass"
"571","locations","uspc_total_num_patents","integer","y","uspcs","Total Number of Patents","Total number of patents within a USPC mainclass"
"572","locations","wipo_field_id","integer","y","wipos","WIPO Technology Field ID","ID of WIPO technology field"
"573","locations","wipo_field_title","string","y","wipos","Technology Field Title","Description of WIPO technology field"
"574","locations","wipo_sector_title","string","y","wipos","Technology Sector Title","Description of WIPO technology sector"
"575","locations","wipo_sequence","integer","y","wipos","Sequence","Order of the WIPO technology field in the list of technology fields for the selected patent"
"576","nber_subcategories","app_country","string","y","applications","Country","Country in which patent application was filed, always U.S."
"577","nber_subcategories","app_date","date","y","applications","Filing Date","Date the patent application was filed (filing date)"
"578","nber_subcategories","app_number","string","y","applications","Number","Application ID assigned by USPTO"
"579","nber_subcategories","app_type","string","y","applications","Type","Patent Application Type (From XML data dictionary). 02 through 28 = Utility application; 29, D = Design application; 60 = Provisional application; 90 = Reexamination request"
"580","nber_subcategories","assignee_city","string","y","assignees","City","Assignee's city as listed on the patent"
"581","nber_subcategories","assignee_country","string","y","assignees","Country","Assignee's country as listed on the patent"
"582","nber_subcategories","assignee_first_name","string","y","assignees","First Name","First name, if assignee is individual"
"583","nber_subcategories","assignee_first_seen_date","date","y","assignees","First Seen Date","Earliest patent grant date for all of an asisgnee's patents in the database"
"584","nber_subcategories","assignee_id","string","y","assignees","ID","Unique database assignee ID assigned by disambiguation algorithm"
"585","nber_subcategories","assignee_lastknown_city","string","y","assignees","Last Known City","Assignee's country as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"586","nber_subcategories","assignee_lastknown_country","string","y","assignees","Last Known Country","Assignee's city as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"587","nber_subcategories","assignee_lastknown_latitude","float","n","assignees","Last Known Latitude","Latitude for assignee's location as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"588","nber_subcategories","assignee_lastknown_location_id","string","y","assignees","Last Known Location ID","Unique database ID for the assignee's location on their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"589","nber_subcategories","assignee_lastknown_longitude","float","n","assignees","Last Known Longitude","Longitude for assignee's location as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"590","nber_subcategories","assignee_lastknown_state","string","y","assignees","Last Known State","Assignee's state as of their most recent patent grant date (equivalently, as of assignee_last_seen_date)"
"591","nber_subcategories","assignee_last_name","string","y","assignees","Last Name","Last name, if assignee is individual"
"592","nber_subcategories","assignee_last_seen_date","date","y","assignees","Last Seen Date","Most recent patent grant date for all of the asisgnee's patents in the database"
"593","nber_subcategories","assignee_latitude","float","n","assignees","Latitude","Latitude for assignee's location as listed on the patent"
"594","nber_subcategories","assignee_location_id","string","y","assignees","Location ID","Unique database ID for the assignee's location as listed on the patent"
"595","nber_subcategories","assignee_longitude","float","n","assignees","Longitude","Longitude for assignee's location a listed on the patent"
"596","nber_subcategories","assignee_num_patents_for_nber_subcategory","integer","n","assignees","Number of Patents for NBER Subcategory","Number of patents in the database for a given assignee within a NBER subcategory"
"597","nber_subcategories","assignee_organization","string","y","assignees","Organization","Organization name, if assignee is organization"
"598","nber_subcategories","assignee_state","string","y","assignees","State","Assignee's state as listed on the patent"
"599","nber_subcategories","assignee_total_num_inventors","integer","y","assignees","Total Number of Inventors","Total number of inventors in database for a given assignee (as indicated by unique assignee_id)"
"600","nber_subcategories","assignee_total_num_patents","integer","y","assignees","Total Number of Patents","Total number of patents in database for a given assignee (as indicated by unique assignee_id)"
"601","nber_subcategories","assignee_type","string","y","assignees","Type","Classification of assignee. 2 - US Company or Corporation, 3 - Foreign Company or Corporation, 4 - US Individual, 5 - Foreign Individual, 6 - US Government, 7 - Foreign Government, 8 - Country Government, 9 - State Government (US). Note: A ""1"" appearing before any of these codes signifies part interest"
"602","nber_subcategories","cpc_category","string","y","cpc_subsections","Category","Top Level Cooperative Patent Classification (CPC) category (http://www.cooperativepatentclassification.org/index.html)"
"603","nber_subcategories","cpc_first_seen_date","date","y","cpc_subsections","First Seen Date","Grant date of the earliest patent in the database within a CPC subsection."
"604","nber_subcategories","cpc_group_id","string","y","cpc_subgroups","Group ID","CPC group ID"
"605","nber_subcategories","cpc_group_title","string","y","cpc_subgroups","Group Title","Description of CPC group"
"606","nber_subcategories","cpc_last_seen_date","date","y","cpc_subsections","Last Seen Date","Grant date of the most recent patent in the database within a CPC subsection"
"607","nber_subcategories","cpc_section_id","string","y","cpc_subsections","Section ID","CPC section ID (A = Human Necessitites, B = Performing Operations; Transporint, C = Chemistry; Metallurgy, D = Textiles; paper, E = Fixed Constructing, F = Mechanical Engineering; Lighting; Heating; Weapons; Blasting Engines; Pumps, G = Physics, H = Electricity, Y = General Tagging of new technological developments)"
"608","nber_subcategories","cpc_subgroup_id","string","y","cpc_subgroups","Subgroup ID","CPC subgroup ID"
"609","nber_subcategories","cpc_subgroup_title","string","y","cpc_subgroups","Subgroup Title","Description of CPC subgroup"
"610","nber_subcategories","cpc_subsection_id","string","y","cpc_subsections","Subsection ID","CPC subsection ID"
"611","nber_subcategories","cpc_subsection_title","string","y","cpc_subsections","Subsection Title","Description of CPC subsection"
"612","nber_subcategories","cpc_total_num_assignees","integer","y","cpc_subsections","Total Number of Assignees","Total number of unique assignees on patents within a CPC subsection"
"613","nber_subcategories","cpc_total_num_inventors","integer","y","cpc_subsections","Total Number of Inventors","Total number of unique inventors on patents within a CPC subsection"
"614","nber_subcategories","cpc_total_num_patents","integer","y","cpc_subsections","Total Number of Patents","Total number of patents within a CPC subsection"
"615","nber_subcategories","govint_contract_award_number","string","y","gov_interests","Contract/Award Number","Contract or award number as reported in the government interest statement on patents (if available)"
"616","nber_subcategories","govint_org_id","integer","y","gov_interests","Organization ID","Organization ID of the U.S. government agency reported in the government interest statement on patents (if available)"
"617","nber_subcategories","govint_org_level_one","string","y","gov_interests","Top Level Government Organization","The top-level U.S. government organization name related to the organization reported in the government interest statement on patents (if available). For example, the National Institutes of Health report to the U.S. Department of Health and Human Services."
"618","nber_subcategories","govint_org_level_three","string","y","gov_interests","Third Level Government Organization","The third-level U.S. government organization name related to the organization reported in the government interest statement on patents (if available). For example, the National Institute for Occupational Safety and Health is third-level in relation to the Centers for Disease Control and Prevention that report to the U.S. Department of Health and Human Services."
"619","nber_subcategories","govint_org_level_two","string","y","gov_interests","Second Level Government Organization","The second-level U.S. government organization name related to the organization reported in the government interest statement on patents (if available). For example, the National Institutes of Health is second-level in relation to the National Heart, Lung, and Blood Institute."
"620","nber_subcategories","govint_org_name","string","y","gov_interests","Organization Name","Name of the U.S. government organization reported in the government interest statement on patents (if available)."
"621","nber_subcategories","govint_raw_statement","fulltext","y","gov_interests","Government Interest Statement","The full government interest statement as reported on a given patent (if available)."
"622","nber_subcategories","inventor_city","string","y","inventors","City","Inventor's city as listed on the selected patent"
"623","nber_subcategories","inventor_country","string","y","inventors","Country","Inventor's country as listed on the selected patent"
"624","nber_subcategories","inventor_first_name","string","y","inventors","First Name","First name of inventor"
"625","nber_subcategories","inventor_first_seen_date","date","y","inventors","First Seen Date","Earliest patent grant date for all the inventor's patents in the database"
"626","nber_subcategories","inventor_id","string","y","inventors","ID","Unique database inventor ID  by disambiguation algorithm"
"627","nber_subcategories","inventor_lastknown_city","string","y","inventors","Last Known City","Inventor's city as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"628","nber_subcategories","inventor_lastknown_country","string","y","inventors","Last Known Country","Inventor's country as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"629","nber_subcategories","inventor_lastknown_latitude","float","n","inventors","Last Known Latitude","Latitude of inventor's city as of  their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"630","nber_subcategories","inventor_lastknown_location_id","string","y","inventors","Last Known Location ID","Unique database ID for the inventor's location as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"631","nber_subcategories","inventor_lastknown_longitude","float","n","inventors","Last Known Longitude","Longitude of inventor's city as of  their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"632","nber_subcategories","inventor_lastknown_state","string","y","inventors","Last Known State","Inventor's state as of their most recent patent grant date (equivalently, as of inventor_last_seen_date)"
"633","nber_subcategories","inventor_last_name","string","y","inventors","Last Name","Last name of inventor"
"634","nber_subcategories","inventor_last_seen_date","date","y","inventors","Last Seen Date","Most recent patent grant date for all the inventor's patents in the database"
"635","nber_subcategories","inventor_latitude","float","n","inventors","Latitude","Latitude of inventor's as listed on the selected patent patent"
"636","nber_subcategories","inventor_location_id","string","y","inventors","Location ID","Unique database ID for  inventor's location as listed on the selected patent"
"637","nber_subcategories","inventor_longitude","float","n","inventors","Longitude","Longitude of inventor's city as listed on the selected patent"
"638","nber_subcategories","inventor_num_patents_for_nber_subcategory","integer","n","inventors","Number of Patents for NBER Subcategory","Number of patents for an inventor within a NBER subcategory"
"639","nber_subcategories","inventor_state","string","y","inventors","State","Inventor's state as listed on the selected patent"
"640","nber_subcategories","inventor_total_num_patents","integer","y","inventors","Total Number of Patents","Total number of patents in the database for a given inventor (as indicated by unique inventor_id)"
"641","nber_subcategories","ipc_action_date","date","n","ipcs","Action Date","Date an International Patent Classification (IPC) is issued for the patent"
"642","nber_subcategories","ipc_class","string","y","ipcs","Class","Second hierarchial level of the IPC system, sections are subdivided into classes"
"643","nber_subcategories","ipc_classification_data_source","string","n","ipcs","Classification Data Source",NA
"644","nber_subcategories","ipc_classification_value","string","y","ipcs","Classification Value",NA
"645","nber_subcategories","ipc_first_seen_date","date","y","ipcs","First Seen Date","Grant date of the earliest patent in the database within a IPC group"
"646","nber_subcategories","ipc_last_seen_date","date","y","ipcs","Last Seen Date","Grant date of the most recent patent in the database within a IPC group"
"647","nber_subcategories","ipc_main_group","string","y","ipcs","Main Group","Subdivisions of the IPC subclass"
"648","nber_subcategories","ipc_section","string","y","ipcs","Section","Highest hierarchical levels of the IPC corresponding to broad technical fields ( A = Human Necessitites, B = Performing Operations; Transporint, C = Chemistry; Metallurgy, D = Textiles; paper, E = Fixed Constructing, F = Mechanical Engineering; Lighting; Heating; Weapons; Blasting Engines; Pumps, G = Physics, H = Electricity)"
"649","nber_subcategories","ipc_subclass","string","y","ipcs","Subclass","Subdivisions IPC class"
"650","nber_subcategories","ipc_subgroup","string","y","ipcs","Subgroup","Subdivisions of IPC main group"
"651","nber_subcategories","ipc_symbol_position","string","y","ipcs","Position","First or later position of symbols. The position of the first invention information classification can be recognized by this field. The letters ""F"" and ""L"" are used for the first and later position, respectively."
"652","nber_subcategories","ipc_total_num_assignees","integer","y","ipcs","Total Number of Assignees","Total number of unique assignees on patents within an IPC class"
"653","nber_subcategories","ipc_total_num_inventors","integer","y","ipcs","Total Number of Inventors","Total number of unique inventors on patents within an IPC class"
"654","nber_subcategories","ipc_version_indicator","date","n","ipcs","Version Indicator","The version of the IPC classification system"
"655","nber_subcategories","nber_category_id","string","y","nber_subcategories","Category ID","National Bureau of Economic Research (NBER) technology category ID (see nber_category_title for details)"
"656","nber_subcategories","nber_category_title","string","y","nber_subcategories","Category Title","Description of NBER category"
"657","nber_subcategories","nber_first_seen_date","date","y","nber_subcategories","First Seen Date","Grant date of the earliest patent in the database within a NBER subcategory"
"658","nber_subcategories","nber_last_seen_date","date","y","nber_subcategories","Last Seen Date","Grant date of the most recent patent in the database within a NBER subcategory"
"659","nber_subcategories","nber_subcategory_id","string","y","nber_subcategories","Subcategory ID","NBER subcategory ID (see nber_subcategory_title for details)"
"660","nber_subcategories","nber_subcategory_title","string","y","nber_subcategories","Subcategory Title","Description of NBER subcategory"
"661","nber_subcategories","nber_total_num_assignees","integer","y","nber_subcategories","Total Number of Assignees","Total number of unique assignees on patents within a NBER subcategory"
"662","nber_subcategories","nber_total_num_inventors","integer","y","nber_subcategories","Total Number of Inventors","Total number of unique inventors on patents within a NBER subcategory"
"663","nber_subcategories","nber_total_num_patents","integer","y","nber_subcategories","Total Number of Patents","Total number of patents within a NBER subcategory"
"664","nber_subcategories","patent_abstract","fulltext","n","patents","Abstract","Abstract of the patent"
"665","nber_subcategories","patent_date","date","y","patents","Grant Date","Date patent was granted"
"666","nber_subcategories","patent_firstnamed_assignee_city","string","y","patents","First Named Assignee City","City of the location of the first-named (i.e. first in the list) assignee on the patent"
"667","nber_subcategories","patent_firstnamed_assignee_country","string","y","patents","First Named Assignee Country","Country of the location of the first-named (i.e. first in the list) assignee on the patent"
"668","nber_subcategories","patent_firstnamed_assignee_id","string","y","patents","First Named Assignee ID","Assignee ID (assignee_id) for the first-named (i.e. first in the list) assignee on the patent"
"669","nber_subcategories","patent_firstnamed_assignee_latitude","float","n","patents","First Named Assignee Latitude","Latitude of the location of the first-named (i.e. first in the list) assignee on the patent"
"670","nber_subcategories","patent_firstnamed_assignee_location_id","string","y","patents","First Named Assignee Location ID","Unique database ID for the location of the first-named (i.e. first in the list) assignee on the patent"
"671","nber_subcategories","patent_firstnamed_assignee_longitude","float","n","patents","First Named Assignee Longitude","Longitude of the location of the first-named (i.e. first in the list) assignee on the patent"
"672","nber_subcategories","patent_firstnamed_assignee_state","string","y","patents","First Named Assignee State","State of the location of the the first-named (i.e. first in the list) assignee on the patent"
"673","nber_subcategories","patent_firstnamed_inventor_city","string","y","patents","First Named Inventor City","City of the location of the the first-named (i.e. first in the list) inventor on the patent"
"674","nber_subcategories","patent_firstnamed_inventor_country","string","y","patents","First Named Inventor Country","Country of the location of the first-named (i.e. first in the list) inventor on the patent"
"675","nber_subcategories","patent_firstnamed_inventor_id","string","y","patents","First Named Inventor ID","Inventor ID (inventor_id) for the first-named (i.e. first in the list) inventor on the patent"
"676","nber_subcategories","patent_firstnamed_inventor_latitude","float","n","patents","First Named Inventor Latitude","Latitude of the location of the first-named (i.e. first in the list) inventor on the patent"
"677","nber_subcategories","patent_firstnamed_inventor_location_id","string","y","patents","First Named Inventor Location ID","Unique database ID for the location of the first-named (i.e. first in the list) inventor on the patent"
"678","nber_subcategories","patent_firstnamed_inventor_longitude","float","n","patents","First Named Inventor Longitude","Longitude of the location of the first-named (i.e. first in the list) inventor on the patent"
"679","nber_subcategories","patent_firstnamed_inventor_state","string","y","patents","First Named Inventor State","State of the location of the first-named (i.e. first in the list) inventor on the patent"
"680","nber_subcategories","patent_id","string","y","patents","Patent ID","Unique database ID for patent"
"681","nber_subcategories","patent_kind","string","y","patents","Kind","World Intellectual Property Organization (WIPO) Standard ST.16 Patent Code (http://www.uspto.gov/learning-and-resources/support-centers/electronic-business-center/kind-codes-included-uspto-patent)"
"682","nber_subcategories","patent_number","string","y","patents","Number","US Patent number, as assigned by USPTO"
"683","nber_subcategories","patent_num_cited_by_us_patents","integer","y","patents","Number Cited by US Patents","Number of times the patent was cited by other US patents"
"684","nber_subcategories","patent_num_claims","integer","n","patents","Number of Claims","Number of claim statements on the patent"
"685","nber_subcategories","patent_num_combined_citations","integer","y","patents","Number of Combined Citations","Number of patents and applications cited by the selected patent. This is the sum of citations of US patents, foreign patents, and US applications"
